"trial_type","trial_index","time_elapsed","internal_node_id","PROLIFIC_PID","STUDY_ID","SESSION_ID","rt","stimulus","button_pressed","success","key_press","responses","isData","view_history","response_type","avg_frame_time","center_x","center_y","isSC","stim_side","trial_luminance","step_size","nReversal","correct","prev_ans","isThreshold","SC_threshold","final_threshold","isLuminance","FF_luminance","luminance","stimSide","ISInt","isFF","question_order","isSPQ","isCAPS","isAQ"
"psychophysics","10","106572","0.0-6.0-0.4","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1962.5999999999767","","","","37","","","","key","16.76027272727267","768","361","true","1","129","24","1","1","-1","","","","","","","","","","","","",""
"psychophysics","11","107696","0.0-6.0-0.5","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","117.70000000001164","","","","37","","","","key","16.66651515151501","768","361","true","1","153","24","1","1","1","","","","","","","","","","","","",""
"psychophysics","12","109018","0.0-6.0-0.6","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","318.29999999998836","","","","37","","","","key","16.665012658227756","768","361","true","-1","177","24","1","-1","1","","","","","","","","","","","","",""
"psychophysics","13","113962","0.0-6.0-0.7","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","3935","","","","39","","","","key","16.666067796610186","768","361","true","1","177","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","14","115167","0.0-6.0-0.8","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","200.29999999998836","","","","37","","","","key","16.666408450704257","768","361","true","-1","157.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","15","116477","0.0-6.0-0.9","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","308.9000000000233","","","","39","","","","key","16.666089743589765","768","361","true","1","157.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","16","117631","0.0-6.0-0.10","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","148.70000000001164","","","","39","","","","key","16.664794117646927","768","361","true","1","138.60000000000002","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","17","119014","0.0-6.0-0.11","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","379.1000000000349","","","","37","","","","key","16.665865853658655","768","361","true","-1","138.60000000000002","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","18","121477","0.0-6.0-0.12","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1460.7000000000116","","","","39","","","","key","16.66614965986394","768","361","true","1","129","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","19","123793","0.0-6.0-0.13","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1310","","","","39","","","","key","16.66624637681156","768","361","true","-1","129","15.36","3","1","-1","","","","","","","","","","","","",""
"psychophysics","20","124935","0.0-6.0-0.14","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","135.89999999996508","","","","39","","","","key","16.66560294117645","768","361","true","1","144.36","15.36","3","-1","1","","","","","","","","","","","","",""
"psychophysics","21","126364","0.0-6.0-0.15","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","426.79999999998836","","","","37","","","","key","16.665821428571473","768","361","true","-1","144.36","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","22","129048","0.0-6.0-0.16","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1679.5","","","","37","","","","key","16.666318749999938","768","361","true","1","132.072","9.8304","5","1","-1","","","","","","","","","","","","",""
"psychophysics","23","130202","0.0-6.0-0.17","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","149.79999999998836","","","","39","","","","key","16.666463768115797","768","361","true","1","141.9024","9.8304","5","-1","1","","","","","","","","","","","","",""
"psychophysics","24","131287","0.0-6.0-0.18","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","76.5","","","","39","","","","key","16.664999999999964","768","361","true","1","141.9024","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","25","132385","0.0-6.0-0.19","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","95.59999999997672","","","","37","","","","key","16.6648461538461","768","361","true","-1","134.03808","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","26","133412","0.0-6.0-0.20","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","18.79999999998836","","","","39","","","","key","16.66568333333368","768","361","true","1","134.03808","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","27","135097","0.0-6.0-0.21","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","682.0999999999767","","","","39","","","","key","16.66628999999986","768","361","true","1","129","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","28","138290","0.0-6.0-0.22","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","2191.0999999999767","","","","37","","","","key","16.754000000000048","768","361","true","1","129","6.291456","7","1","-1","","","","","","","","","","","","",""
"psychophysics","29","139388","0.0-6.0-0.23","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","89.39999999996508","","","","37","","","","key","16.66578461538481","768","361","true","-1","135.291456","6.291456","7","-1","1","","","","","","","","","","","","",""
"psychophysics","30","140511","0.0-6.0-0.24","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","113.5","","","","39","","","","key","16.66543939393975","768","361","true","1","135.291456","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","31","142166","0.0-6.0-0.25","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","650.7000000000116","","","","39","","","","key","16.66552525252513","768","361","true","1","130.2582912","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","32","145391","0.0-6.0-0.26","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","2224.2000000000116","","","","39","","","","key","16.666005208333292","768","361","true","-1","130.2582912","4.0265318400000005","9","1","-1","","","","","","","","","","","","",""
"psychophysics","33","146856","0.0-6.0-0.27","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","463","","","","37","","","","key","16.664091954022798","768","361","true","-1","134.28482304","4.0265318400000005","9","-1","1","","","","","","","","","","","","",""
"psychophysics","34","150056","0.0-6.0-0.28","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","2190.9000000000233","","","","37","","","","key","16.66592670157058","768","361","true","-1","134.28482304","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","35","151924","0.0-6.0-0.29","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","859.1000000000349","","","","37","","","","key","16.66543243243228","768","361","true","-1","131.06359756799998","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","36","154050","0.0-6.0-0.30","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1118.5999999999767","","","","37","","","","key","16.665338582677105","768","361","true","-1","131.06359756799998","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","37","156572","0.0-6.0-0.31","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1513.3000000000466","","","","39","","","","key","16.665439999999943","768","361","true","1","129","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","38","158464","0.0-6.0-0.32","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","886.3999999999651","","","","39","","","","key","16.666187499999847","768","361","true","-1","129","2.5769803776000004","11","1","-1","","","","","","","","","","","","",""
"psychophysics","39","160311","0.0-6.0-0.33","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","838.1000000000349","","","","39","","","","key","16.666454545454524","768","361","true","-1","131.5769803776","2.5769803776000004","11","1","1","","","","","","","","","","","","",""
"psychophysics","40","162299","0.0-6.0-0.34","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","986","","","","39","","","","key","16.665949579831867","768","361","true","-1","134.1539607552","2.5769803776000004","11","1","1","","","","","","","","","","","","",""
"psychophysics","41","163700","0.0-6.0-0.35","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","394.5","","","","37","","","","key","16.665421686747113","768","361","true","-1","136.73094113279998","2.5769803776000004","11","-1","1","","","","","","","","","","","","",""
"psychophysics","42","164888","0.0-6.0-0.36","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","181.09999999997672","","","","39","","","","key","16.66515714285737","768","361","true","1","136.73094113279998","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","43","166148","0.0-6.0-0.37","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","258.4000000000233","","","","37","","","","key","16.665121621621388","768","361","true","-1","134.66935683071998","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","44","167310","0.0-6.0-0.38","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","160.19999999995343","","","","39","","","","key","16.66598550724608","768","361","true","1","134.66935683071998","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","45","169465","0.0-6.0-0.39","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1150.7999999999884","","","","37","","","","key","16.666195312499894","768","361","true","1","132.60777252863997","1.6492674416640005","13","1","-1","","","","","","","","","","","","",""
"html-keyboard-response","46","173443","0.0-7.0","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","3976.5","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","132.690182213632","","","","","","","","","","",""
"psychophysics","47","176895","0.0-8.0-0.0","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","2447.5","","","","39","","","","key","16.666652173913057","768","361","true","1","180","30","0","-1","","","","","","","","","","","","","",""
"psychophysics","48","178271","0.0-8.0-0.1","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","373.3999999999651","","","","37","","","","key","16.66593902439011","768","361","true","-1","180","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","49","179654","0.0-8.0-0.2","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","380.5999999999767","","","","39","","","","key","16.66547560975596","768","361","true","1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","50","181265","0.0-8.0-0.3","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","606.8999999999651","","","","37","","","","key","16.66559374999997","768","361","true","-1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","51","183856","0.0-8.0-0.4","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1581.2000000000116","","","","37","","","","key","16.665941558441514","768","361","true","-1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","52","185998","0.0-8.0-0.5","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1133.399999999965","","","","37","","","","key","16.66624999999999","768","361","true","-1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","53","188132","0.0-8.0-0.6","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1130.8000000000466","","","","37","","","","key","16.66616535433073","768","361","true","-1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","54","190414","0.0-8.0-0.7","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1276","","","","37","","","","key","16.666000000000025","768","361","true","1","129","24","1","1","-1","","","","","","","","","","","","",""
"psychophysics","55","192024","0.0-8.0-0.8","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","608.0999999999767","","","","37","","","","key","16.66486458333323","768","361","true","-1","153","24","1","-1","1","","","","","","","","","","","","",""
"psychophysics","56","193561","0.0-8.0-0.9","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","534.2999999999884","","","","39","","","","key","16.666065934065866","768","361","true","1","153","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","57","195341","0.0-8.0-0.10","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","777.5999999999767","","","","39","","","","key","16.666254716981335","768","361","true","1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","58","198062","0.0-8.0-0.11","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1716","","","","37","","","","key","16.66621604938269","768","361","true","-1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","59","199884","0.0-8.0-0.12","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","820.0999999999767","","","","37","","","","key","16.66504587155955","768","361","true","-1","129","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","60","201620","0.0-8.0-0.13","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","729.5999999999767","","","","37","","","","key","16.666194174757162","768","361","true","-1","129","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","61","203231","0.0-8.0-0.14","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","603.7999999999884","","","","37","","","","key","16.666147368421203","768","361","true","1","129","15.36","3","1","-1","","","","","","","","","","","","",""
"psychophysics","62","204776","0.0-8.0-0.15","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","542.2999999999884","","","","37","","","","key","16.665521739130465","768","361","true","-1","144.36","15.36","3","-1","1","","","","","","","","","","","","",""
"psychophysics","63","206252","0.0-8.0-0.16","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","474.29999999998836","","","","37","","","","key","16.8576781609194","768","361","true","-1","144.36","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","64","208764","0.0-8.0-0.17","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1505.2999999999884","","","","39","","","","key","16.666275167785194","768","361","true","-1","132.072","9.8304","5","1","-1","","","","","","","","","","","","",""
"psychophysics","65","210183","0.0-8.0-0.18","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","416.29999999998836","","","","39","","","","key","16.666882352941492","768","361","true","1","141.9024","9.8304","5","-1","1","","","","","","","","","","","","",""
"psychophysics","66","211659","0.0-8.0-0.19","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","473.70000000001164","","","","39","","","","key","16.66608045977037","768","361","true","1","141.9024","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","67","213124","0.0-8.0-0.20","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","460.3999999999651","","","","37","","","","key","16.666287356321888","768","361","true","-1","134.03808","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","68","215423","0.0-8.0-0.21","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1293.2999999999884","","","","37","","","","key","16.66606569343058","768","361","true","-1","134.03808","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","69","217126","0.0-8.0-0.22","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","699.0999999999767","","","","37","","","","key","16.66616831683193","768","361","true","1","129","6.291456","7","1","-1","","","","","","","","","","","","",""
"psychophysics","70","218591","0.0-8.0-0.23","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","461.4000000000233","","","","39","","","","key","16.66609195402279","768","361","true","1","135.291456","6.291456","7","-1","1","","","","","","","","","","","","",""
"psychophysics","71","221389","0.0-8.0-0.24","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1794.7000000000698","","","","39","","","","key","16.66630538922165","768","361","true","-1","135.291456","5.033164800000001","8","1","-1","","","","","","","","","","","","",""
"psychophysics","72","222784","0.0-8.0-0.25","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","389.39999999990687","","","","37","","","","key","16.666024096385527","768","361","true","-1","140.32462080000002","5.033164800000001","8","-1","1","","","","","","","","","","","","",""
"psychophysics","73","224139","0.0-8.0-0.26","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","352.30000000004657","","","","37","","","","key","16.665999999999986","768","361","true","-1","140.32462080000002","4.0265318400000005","9","-1","-1","","","","","","","","","","","","",""
"psychophysics","74","225982","0.0-8.0-0.27","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","836.2999999999302","","","","39","","","","key","16.66618181818181","768","361","true","1","136.29808896000003","4.0265318400000005","9","-1","-1","","","","","","","","","","","","",""
"psychophysics","75","228135","0.0-8.0-0.28","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1149","","","","39","","","","key","16.666085937500156","768","361","true","1","136.29808896000003","4.0265318400000005","9","-1","-1","","","","","","","","","","","","",""
"psychophysics","76","230419","0.0-8.0-0.29","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1280.4000000000233","","","","37","","","","key","16.666183823529376","768","361","true","1","132.27155712000004","3.2212254720000004","10","1","-1","","","","","","","","","","","","",""
"psychophysics","77","231798","0.0-8.0-0.30","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","371.30000000004657","","","","39","","","","key","16.66603658536574","768","361","true","1","135.49278259200003","3.2212254720000004","10","-1","1","","","","","","","","","","","","",""
"psychophysics","78","233401","0.0-8.0-0.31","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","598.7999999999302","","","","39","","","","key","16.666347368420897","768","361","true","1","135.49278259200003","2.5769803776000004","11","-1","-1","","","","","","","","","","","","",""
"psychophysics","79","235121","0.0-8.0-0.32","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","711","","","","37","","","","key","16.665960784313583","768","361","true","1","132.91580221440003","2.0615843020800004","12","1","-1","","","","","","","","","","","","",""
"psychophysics","80","237548","0.0-8.0-0.33","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1417.8000000000466","","","","37","","","","key","16.66615172413796","768","361","true","1","134.97738651648004","2.0615843020800004","12","1","1","","","","","","","","","","","","",""
"psychophysics","81","238902","0.0-8.0-0.34","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","347.69999999995343","","","","39","","","","key","16.666525000000185","768","361","true","1","137.03897081856005","2.0615843020800004","12","-1","1","","","","","","","","","","","","",""
"psychophysics","82","240210","0.0-8.0-0.35","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","303.10000000009313","","","","37","","","","key","16.66409090909103","768","361","true","-1","137.03897081856005","1.6492674416640005","13","-1","-1","","","","","","","","","","","","",""
"psychophysics","83","242592","0.0-8.0-0.36","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1378.6999999999534","","","","37","","","","key","16.666105633802815","768","361","true","-1","135.38970337689605","1.6492674416640005","13","-1","-1","","","","","","","","","","","","",""
"psychophysics","84","243971","0.0-8.0-0.37","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","376.5","","","","39","","","","key","16.666195121951183","768","361","true","1","135.38970337689605","1.6492674416640005","13","-1","-1","","","","","","","","","","","","",""
"psychophysics","85","246032","0.0-8.0-0.38","5f3bd56999a44d9324b76ddb","636d03e66a32c7f65a0397df","636d0799e45856e59f07eff3","1054","","","","37","","","","key","16.80265573770491","768","361","true","-1","133.74043593523206","1.6492674416640005","13","-1","-1","","","","","","","","","","","","",""
