"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","button_pressed","success","key_press","responses","isData","view_history","response_type","avg_frame_time","center_x","center_y","isSC","stim_side","trial_luminance","step_size","nReversal","correct","prev_ans","isThreshold","SC_threshold","final_threshold","isLuminance","FF_luminance","luminance","stimSide","ISInt","isFF","question_order","isSPQ","isCAPS","isAQ"
"psychophysics","15","123782","0.0-6.0-0.9","141.20499999262393","","","","39","","","","key","16.67043478260883","960","484.5","true","1","149.16000000000003","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","16","124961","0.0-6.0-0.10","168.27999998349696","","","","37","","","","key","16.661714285714385","960","484.5","true","-1","136.872","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","17","126141","0.0-6.0-0.11","178.45499998657033","","","","37","","","","key","16.66810144927539","960","484.5","true","-1","136.872","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","18","128095","0.0-6.0-0.12","949.8599999933504","","","","37","","","","key","16.66787179487182","960","484.5","true","-1","129","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","19","129600","0.0-6.0-0.13","503.2599999685772","","","","37","","","","key","16.665898876404324","960","484.5","true","1","129","9.8304","5","1","-1","","","","","","","","","","","","",""
"psychophysics","20","130825","0.0-6.0-0.14","215.61000001383945","","","","39","","","","key","16.663541666666585","960","484.5","true","1","138.8304","9.8304","5","-1","1","","","","","","","","","","","","",""
"psychophysics","21","132030","0.0-6.0-0.15","190.4350000550039","","","","39","","","","key","16.668555555555535","960","484.5","true","1","138.8304","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","22","133497","0.0-6.0-0.16","456.79999998537824","","","","39","","","","key","16.665850574712685","960","484.5","true","-1","130.96608","6.291456","7","1","-1","","","","","","","","","","","","",""
"psychophysics","23","134695","0.0-6.0-0.17","186.55500002205372","","","","37","","","","key","16.665661971830815","960","484.5","true","-1","137.25753600000002","6.291456","7","-1","1","","","","","","","","","","","","",""
"psychophysics","24","135933","0.0-6.0-0.18","230.57000001426786","","","","39","","","","key","16.666219178082468","960","484.5","true","1","137.25753600000002","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","25","137555","0.0-6.0-0.19","618.5150000383146","","","","39","","","","key","16.665625000000244","960","484.5","true","1","132.2243712","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","26","139090","0.0-6.0-0.20","533.1000000005588","","","","39","","","","key","16.66602197802174","960","484.5","true","-1","132.2243712","4.0265318400000005","9","1","-1","","","","","","","","","","","","",""
"psychophysics","27","140330","0.0-6.0-0.21","238.3150000241585","","","","39","","","","key","16.671445945945624","960","484.5","true","1","136.25090304","4.0265318400000005","9","-1","1","","","","","","","","","","","","",""
"psychophysics","28","141591","0.0-6.0-0.22","255.5300000240095","","","","39","","","","key","16.662405405405554","960","484.5","true","1","136.25090304","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","29","142884","0.0-6.0-0.23","284.91499996744096","","","","39","","","","key","16.66980519480497","960","484.5","true","1","133.029677568","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","30","144354","0.0-6.0-0.24","462.790000019595","","","","39","","","","key","16.665402298850402","960","484.5","true","1","133.029677568","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","31","145884","0.0-6.0-0.25","524.29500001017","","","","39","","","","key","16.66556043956035","960","484.5","true","-1","129.808452096","2.5769803776000004","11","1","-1","","","","","","","","","","","","",""
"psychophysics","32","147453","0.0-6.0-0.26","561.1350000253879","","","","39","","","","key","16.664086021505163","960","484.5","true","-1","132.3854324736","2.5769803776000004","11","1","1","","","","","","","","","","","","",""
"psychophysics","33","148797","0.0-6.0-0.27","340.96000000135973","","","","37","","","","key","16.669387499999722","960","484.5","true","-1","134.96241285119999","2.5769803776000004","11","-1","1","","","","","","","","","","","","",""
"psychophysics","34","150022","0.0-6.0-0.28","214.5200000377372","","","","37","","","","key","16.6613472222222","960","484.5","true","-1","134.96241285119999","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","35","151199","0.0-6.0-0.29","174.31500001112","","","","39","","","","key","16.671085714285645","960","484.5","true","1","132.90082854911998","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","36","152550","0.0-6.0-0.30","348.60999998636544","","","","37","","","","key","16.666112499999873","960","484.5","true","-1","132.90082854911998","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","37","153954","0.0-6.0-0.31","397.64000003924593","","","","37","","","","key","16.665530120481943","960","484.5","true","1","130.83924424703997","1.6492674416640005","13","1","-1","","","","","","","","","","","","",""
"psychophysics","38","155377","0.0-6.0-0.32","418.81499998271465","","","","37","","","","key","16.664047058823396","960","484.5","true","1","132.48851168870397","1.6492674416640005","13","1","1","","","","","","","","","","","","",""
"psychophysics","39","156654","0.0-6.0-0.33","268.7549999682233","","","","37","","","","key","16.661773333333354","960","484.5","true","-1","134.13777913036796","1.6492674416640005","13","-1","1","","","","","","","","","","","","",""
"psychophysics","40","157973","0.0-6.0-0.34","315.54500001948327","","","","37","","","","key","16.666256410256327","960","484.5","true","-1","134.13777913036796","1.3194139533312006","14","-1","-1","","","","","","","","","","","","",""
"psychophysics","41","159311","0.0-6.0-0.35","334.9150000140071","","","","37","","","","key","16.66899999999987","960","484.5","true","-1","132.81836517703675","1.3194139533312006","14","-1","-1","","","","","","","","","","","","",""
"psychophysics","42","160779","0.0-6.0-0.36","458.5850000148639","","","","39","","","","key","16.663770114942775","960","484.5","true","1","132.81836517703675","1.3194139533312006","14","-1","-1","","","","","","","","","","","","",""
"psychophysics","43","162281","0.0-6.0-0.37","496.599999954924","","","","39","","","","key","16.665606741572724","960","484.5","true","1","131.49895122370555","1.3194139533312006","14","-1","-1","","","","","","","","","","","","",""
"psychophysics","44","163771","0.0-6.0-0.38","480.32999999122694","","","","39","","","","key","16.665806818181988","960","484.5","true","-1","131.49895122370555","1.0555311626649604","15","1","-1","","","","","","","","","","","","",""
"psychophysics","45","165523","0.0-6.0-0.39","749.0749999997206","","","","39","","","","key","16.667048076923283","960","484.5","true","1","132.5544823863705","1.0555311626649604","15","-1","1","","","","","","","","","","","","",""
"html-keyboard-response","46","167751","0.0-7.0","2225.6349999806844","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","132.714186450305","","","","","","","","","","",""
"psychophysics","47","168895","0.0-8.0-0.0","142.33500004047528","","","","39","","","","key","16.665971014493035","960","484.5","true","1","180","30","0","-1","","","","","","","","","","","","","",""
"psychophysics","48","170039","0.0-8.0-0.1","141.39499998418614","","","","39","","","","key","16.670149253731257","960","484.5","true","1","180","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","49","171199","0.0-8.0-0.2","156.6350000211969","","","","39","","","","key","16.6696086956523","960","484.5","true","1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","50","172330","0.0-8.0-0.3","129.26000001607463","","","","39","","","","key","16.663059701492365","960","484.5","true","1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","51","173719","0.0-8.0-0.4","388.2749999756925","","","","39","","","","key","16.66885365853647","960","484.5","true","1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","52","175244","0.0-8.0-0.5","523.9699999801815","","","","39","","","","key","16.665472527472417","960","484.5","true","-1","129","24","1","1","-1","","","","","","","","","","","","",""
"psychophysics","53","176364","0.0-8.0-0.6","116.73499998869374","","","","39","","","","key","16.664696969696898","960","484.5","true","1","153","24","1","-1","1","","","","","","","","","","","","",""
"psychophysics","54","177621","0.0-8.0-0.7","256.1850000056438","","","","39","","","","key","16.663378378378333","960","484.5","true","1","153","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","55","178832","0.0-8.0-0.8","208.62500002840534","","","","39","","","","key","16.670736111111182","960","484.5","true","1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","56","179961","0.0-8.0-0.9","128.20999999530613","","","","37","","","","key","16.666328358208958","960","484.5","true","-1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","57","181997","0.0-8.0-0.10","1033.5099999792874","","","","37","","","","key","16.664190082644616","960","484.5","true","-1","129","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","58","183415","0.0-8.0-0.11","416.6100000147708","","","","37","","","","key","16.66405952380938","960","484.5","true","-1","129","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","59","184814","0.0-8.0-0.12","397.9850000469014","","","","37","","","","key","16.6664578313252","960","484.5","true","-1","129","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","60","186275","0.0-8.0-0.13","459.7000000067055","","","","37","","","","key","16.664022988505625","960","484.5","true","-1","129","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","61","187767","0.0-8.0-0.14","489.9999999906868","","","","37","","","","key","16.665818181818228","960","484.5","true","-1","129","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","62","189235","0.0-8.0-0.15","465.94500000355765","","","","37","","","","key","16.6640689655173","960","484.5","true","1","129","15.36","3","1","-1","","","","","","","","","","","","",""
"psychophysics","63","190383","0.0-8.0-0.16","146.33000001776963","","","","37","","","","key","16.66666176470565","960","484.5","true","-1","144.36","15.36","3","-1","1","","","","","","","","","","","","",""
"psychophysics","64","191572","0.0-8.0-0.17","186.93999998504296","","","","37","","","","key","16.665114285714143","960","484.5","true","-1","144.36","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","65","193232","0.0-8.0-0.18","657.984999998007","","","","37","","","","key","16.667777777777637","960","484.5","true","-1","132.072","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","66","194621","0.0-8.0-0.19","387.589999998454","","","","37","","","","key","16.66779268292707","960","484.5","true","1","132.072","9.8304","5","1","-1","","","","","","","","","","","","",""
"psychophysics","67","195749","0.0-8.0-0.20","126.1349999695085","","","","39","","","","key","16.668402985074565","960","484.5","true","1","141.9024","9.8304","5","-1","1","","","","","","","","","","","","",""
"psychophysics","68","196940","0.0-8.0-0.21","189.00500005111098","","","","39","","","","key","16.667242857142785","960","484.5","true","1","141.9024","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","69","198186","0.0-8.0-0.22","244.54500002320856","","","","39","","","","key","16.669108108108443","960","484.5","true","1","134.03808","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","70","199322","0.0-8.0-0.23","134.04000003356487","","","","37","","","","key","16.667567164179307","960","484.5","true","-1","134.03808","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","71","200729","0.0-8.0-0.24","404.22000002581626","","","","37","","","","key","16.66848809523799","960","484.5","true","-1","129","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","72","202135","0.0-8.0-0.25","404.439999954775","","","","37","","","","key","16.663999999999923","960","484.5","true","-1","129","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","73","203647","0.0-8.0-0.26","509.46000003023073","","","","37","","","","key","16.668344444444585","960","484.5","true","1","129","6.291456","7","1","-1","","","","","","","","","","","","",""
"psychophysics","74","204814","0.0-8.0-0.27","165.31999997096136","","","","37","","","","key","16.669217391304446","960","484.5","true","-1","135.291456","6.291456","7","-1","1","","","","","","","","","","","","",""
"psychophysics","75","205942","0.0-8.0-0.28","125.57999999262393","","","","37","","","","key","16.661268656716313","960","484.5","true","-1","135.291456","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","76","207212","0.0-8.0-0.29","267.05999998375773","","","","37","","","","key","16.66849333333356","960","484.5","true","-1","130.2582912","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","77","208576","0.0-8.0-0.30","361.6500000352971","","","","37","","","","key","16.66628395061707","960","484.5","true","-1","130.2582912","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","78","209615","0.0-8.0-0.31","37.34999999869615","","","","39","","","","key","16.66290163934435","960","484.5","true","1","129","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","79","211588","0.0-8.0-0.32","971.9199999817647","","","","39","","","","key","16.66383760683781","960","484.5","true","1","129","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","80","212755","0.0-8.0-0.33","163.08500000741333","","","","37","","","","key","16.671724637680978","960","484.5","true","-1","129","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","81","214147","0.0-8.0-0.34","389.6999999997206","","","","37","","","","key","16.669554216867166","960","484.5","true","1","129","4.0265318400000005","9","1","-1","","","","","","","","","","","","",""
"psychophysics","82","215193","0.0-8.0-0.35","45.160000037867576","","","","39","","","","key","16.663451612903078","960","484.5","true","1","133.02653184","4.0265318400000005","9","-1","1","","","","","","","","","","","","",""
"psychophysics","83","216994","0.0-8.0-0.36","799.7299999697134","","","","39","","","","key","16.668214953270855","960","484.5","true","1","133.02653184","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","84","218511","0.0-8.0-0.37","513.7400000239722","","","","39","","","","key","16.66385555555559","960","484.5","true","-1","129.805306368","2.5769803776000004","11","1","-1","","","","","","","","","","","","",""
"psychophysics","85","219920","0.0-8.0-0.38","407.5650000013411","","","","39","","","","key","16.66783132530112","960","484.5","true","1","132.3822867456","2.5769803776000004","11","-1","1","","","","","","","","","","","","",""
"psychophysics","86","221269","0.0-8.0-0.39","345.94500000821427","","","","39","","","","key","16.66396249999998","960","484.5","true","-1","132.3822867456","2.0615843020800004","12","1","-1","","","","","","","","","","","","",""
"html-keyboard-response","87","222659","0.0-9.0","1388.8399999705143","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","131.04816252927998","","","","","","","","","","",""
"psychophysics","88","223711","0.0-10.0-0.0","49.73999998765066","","","","39","","","","key","16.66719047619041","960","484.5","true","1","180","30","0","-1","","","","","","","","","","","","","",""
"psychophysics","89","226546","0.0-10.0-0.1","1834.244999976363","","","","37","","","","key","16.66525443786991","960","484.5","true","-1","180","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","90","228054","0.0-10.0-0.2","504.51499997870997","","","","39","","","","key","16.667606741572886","960","484.5","true","1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","91","229221","0.0-10.0-0.3","165.63000000314787","","","","39","","","","key","16.66957971014494","960","484.5","true","1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","92","230686","0.0-10.0-0.4","463.94500002497807","","","","39","","","","key","16.664999999999786","960","484.5","true","1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","93","232110","0.0-10.0-0.5","422.0750000094995","","","","39","","","","key","16.666388235294246","960","484.5","true","1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","94","233557","0.0-10.0-0.6","444.3350000074133","","","","39","","","","key","16.669848837209177","960","484.5","true","-1","129","24","1","1","-1","","","","","","","","","","","","",""
"psychophysics","95","234686","0.0-10.0-0.7","126.96500000311062","","","","39","","","","key","16.661136363636064","960","484.5","true","1","153","24","1","-1","1","","","","","","","","","","","","",""
"psychophysics","96","238159","0.0-10.0-0.8","2470.5449999892153","","","","37","","","","key","16.666956730769297","960","484.5","true","1","153","19.2","2","1","-1","","","","","","","","","","","","",""
"psychophysics","97","239293","0.0-10.0-0.9","131.04499998735264","","","","37","","","","key","16.66711940298486","960","484.5","true","-1","172.2","19.2","2","-1","1","","","","","","","","","","","","",""
"psychophysics","98","240332","0.0-10.0-0.10","38.00499998033047","","","","39","","","","key","16.665737704917802","960","484.5","true","1","172.2","15.36","3","-1","-1","","","","","","","","","","","","",""
"psychophysics","99","241336","0.0-10.0-0.11","2.579999971203506","","","","37","","","","key","16.661864406779465","960","484.5","true","-1","156.83999999999997","15.36","3","-1","-1","","","","","","","","","","","","",""
"psychophysics","100","242391","0.0-10.0-0.12","53.70500002754852","","","","39","","","","key","16.667238095238442","960","484.5","true","1","156.83999999999997","15.36","3","-1","-1","","","","","","","","","","","","",""
"psychophysics","101","243460","0.0-10.0-0.13","66.57999998424202","","","","39","","","","key","16.66519047619058","960","484.5","true","1","141.47999999999996","15.36","3","-1","-1","","","","","","","","","","","","",""
"psychophysics","102","244473","0.0-10.0-0.14","10.590000019874424","","","","37","","","","key","16.667683333333116","960","484.5","true","-1","141.47999999999996","15.36","3","-1","-1","","","","","","","","","","","","",""
"psychophysics","103","246436","0.0-10.0-0.15","961.2900000065565","","","","39","","","","key","16.665948275862068","960","484.5","true","-1","129","12.287999999999998","4","1","-1","","","","","","","","","","","","",""
"psychophysics","104","247493","0.0-10.0-0.16","56.0399999958463","","","","37","","","","key","16.67088888888894","960","484.5","true","-1","141.288","12.287999999999998","4","-1","1","","","","","","","","","","","","",""
"psychophysics","105","250414","0.0-10.0-0.17","1919.9749999679625","","","","39","","","","key","16.664718390804556","960","484.5","true","1","141.288","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","106","251956","0.0-10.0-0.18","540.2650000178255","","","","39","","","","key","16.66817391304326","960","484.5","true","1","131.4576","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","107","253276","0.0-10.0-0.19","317.61999998707324","","","","39","","","","key","16.668756410256417","960","484.5","true","1","131.4576","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","108","254818","0.0-10.0-0.20","540.6400000210851","","","","39","","","","key","16.667571428571545","960","484.5","true","1","129","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","109","256268","0.0-10.0-0.21","447.83999997889623","","","","39","","","","key","16.668709302325816","960","484.5","true","-1","129","7.864319999999999","6","1","-1","","","","","","","","","","","","",""
"psychophysics","110","257287","0.0-10.0-0.22","18.08000000892207","","","","37","","","","key","16.669819672131094","960","484.5","true","-1","136.86432","7.864319999999999","6","-1","1","","","","","","","","","","","","",""
"psychophysics","111","258300","0.0-10.0-0.23","10.405000008177012","","","","37","","","","key","16.660661016949017","960","484.5","true","-1","136.86432","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","112","259956","0.0-10.0-0.24","653.6750000086613","","","","37","","","","key","16.664151515151406","960","484.5","true","1","130.57286399999998","5.033164800000001","8","1","-1","","","","","","","","","","","","",""
"psychophysics","113","260973","0.0-10.0-0.25","13.41000001411885","","","","37","","","","key","16.66543333333393","960","484.5","true","-1","135.6060288","5.033164800000001","8","-1","1","","","","","","","","","","","","",""
"psychophysics","114","262489","0.0-10.0-0.26","513.4199999738485","","","","37","","","","key","16.667844444444764","960","484.5","true","-1","135.6060288","4.0265318400000005","9","-1","-1","","","","","","","","","","","","",""
"psychophysics","115","264195","0.0-10.0-0.27","703.5299999988638","","","","37","","","","key","16.665603960395703","960","484.5","true","-1","131.57949696","4.0265318400000005","9","-1","-1","","","","","","","","","","","","",""
"psychophysics","116","265440","0.0-10.0-0.28","242.84000002080575","","","","37","","","","key","16.667418918919253","960","484.5","true","-1","131.57949696","4.0265318400000005","9","-1","-1","","","","","","","","","","","","",""
"psychophysics","117","266834","0.0-10.0-0.29","390.80999995348975","","","","37","","","","key","16.665475609756314","960","484.5","true","-1","129","4.0265318400000005","9","-1","-1","","","","","","","","","","","","",""
"psychophysics","118","268173","0.0-10.0-0.30","336.9650000240654","","","","37","","","","key","16.665375000000495","960","484.5","true","-1","129","4.0265318400000005","9","-1","-1","","","","","","","","","","","","",""
"psychophysics","119","269301","0.0-10.0-0.31","125.18999999156222","","","","37","","","","key","16.66925757575805","960","484.5","true","-1","129","4.0265318400000005","9","-1","-1","","","","","","","","","","","","",""
"psychophysics","120","270683","0.0-10.0-0.32","380.959999980405","","","","37","","","","key","16.66725609756129","960","484.5","true","-1","129","4.0265318400000005","9","-1","-1","","","","","","","","","","","","",""
"psychophysics","121","272243","0.0-10.0-0.33","558.7700000032783","","","","39","","","","key","16.66516129032243","960","484.5","true","1","129","4.0265318400000005","9","-1","-1","","","","","","","","","","","","",""
"psychophysics","122","273624","0.0-10.0-0.34","380.5999999749474","","","","39","","","","key","16.663646341463348","960","484.5","true","1","129","4.0265318400000005","9","-1","-1","","","","","","","","","","","","",""
"psychophysics","123","275013","0.0-10.0-0.35","387.700000021141","","","","39","","","","key","16.66267073170705","960","484.5","true","-1","129","3.2212254720000004","10","1","-1","","","","","","","","","","","","",""
"psychophysics","124","276308","0.0-10.0-0.36","292.3300000256859","","","","39","","","","key","16.66627272727216","960","484.5","true","1","132.22122547200001","3.2212254720000004","10","-1","1","","","","","","","","","","","","",""
"psychophysics","125","277739","0.0-10.0-0.37","429.56499999854714","","","","39","","","","key","16.662223529411644","960","484.5","true","1","132.22122547200001","2.5769803776000004","11","-1","-1","","","","","","","","","","","","",""
"psychophysics","126","279150","0.0-10.0-0.38","407.8000000445172","","","","39","","","","key","16.66672289156683","960","484.5","true","-1","129.64424509440002","2.0615843020800004","12","1","-1","","","","","","","","","","","","",""
"psychophysics","127","280311","0.0-10.0-0.39","159.43499997956678","","","","39","","","","key","16.66952173913107","960","484.5","true","1","131.70582939648003","2.0615843020800004","12","-1","1","","","","","","","","","","","","",""
"html-keyboard-response","128","281658","0.0-11.0","1346.4699999894947","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","130.87757179699202","","","","","","","","","","",""
