"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","button_pressed","success","key_press","responses","isData","view_history","response_type","avg_frame_time","center_x","center_y","isSC","stim_side","trial_luminance","step_size","nReversal","correct","prev_ans","isThreshold","SC_threshold","final_threshold","isLuminance","FF_luminance","luminance","stimSide","ISInt","isFF","question_order","isSPQ","isCAPS","isAQ"
"psychophysics","25","244828","0.0-6.0-0.19","901.1799999861978","","","","37","","","","key","16.665017543859697","683","328.5","true","1","134.03808","6.291456","7","1","-1","","","","","","","","","","","","",""
"psychophysics","26","246226","0.0-6.0-0.20","394.01000004727393","","","","37","","","","key","16.66491463414653","683","328.5","true","-1","140.32953600000002","6.291456","7","-1","1","","","","","","","","","","","","",""
"psychophysics","27","247632","0.0-6.0-0.21","401.40500001143664","","","","39","","","","key","16.66521428571425","683","328.5","true","1","140.32953600000002","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","28","249325","0.0-6.0-0.22","682.570000004489","","","","39","","","","key","16.83360606060608","683","328.5","true","1","135.2963712","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","29","251492","0.0-6.0-0.23","1162.7100000041537","","","","39","","","","key","16.665519379845065","683","328.5","true","1","135.2963712","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","30","253592","0.0-6.0-0.24","1096.0349999950267","","","","39","","","","key","16.666150793650775","683","328.5","true","-1","130.2632064","4.0265318400000005","9","1","-1","","","","","","","","","","","","",""
"psychophysics","31","254976","0.0-6.0-0.25","381.3150000059977","","","","37","","","","key","16.665308641975482","683","328.5","true","-1","134.28973824","4.0265318400000005","9","-1","1","","","","","","","","","","","","",""
"psychophysics","32","257508","0.0-6.0-0.26","1528.3649999764748","","","","37","","","","key","16.665476821192204","683","328.5","true","-1","134.28973824","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","33","258895","0.0-6.0-0.27","377.0400000503287","","","","37","","","","key","16.868756097561125","683","328.5","true","-1","131.068512768","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","34","260680","0.0-6.0-0.28","781.4300000318326","","","","37","","","","key","16.66540566037732","683","328.5","true","1","131.068512768","2.5769803776000004","11","1","-1","","","","","","","","","","","","",""
"psychophysics","35","262127","0.0-6.0-0.29","416.9150000088848","","","","37","","","","key","16.86103529411724","683","328.5","true","-1","133.6454931456","2.5769803776000004","11","-1","1","","","","","","","","","","","","",""
"psychophysics","36","264011","0.0-6.0-0.30","879.590000025928","","","","37","","","","key","16.815414414414402","683","328.5","true","1","133.6454931456","2.0615843020800004","12","1","-1","","","","","","","","","","","","",""
"psychophysics","37","265391","0.0-6.0-0.31","375.80000003799796","","","","37","","","","key","16.665123456790123","683","328.5","true","-1","135.70707744768","2.0615843020800004","12","-1","1","","","","","","","","","","","","",""
"psychophysics","38","266910","0.0-6.0-0.32","515.4849999817088","","","","39","","","","key","16.6647142857143","683","328.5","true","1","135.70707744768","1.6492674416640005","13","-1","-1","","","","","","","","","","","","",""
"psychophysics","39","268898","0.0-6.0-0.33","983.5000000311993","","","","39","","","","key","16.665000000000255","683","328.5","true","-1","134.057810006016","1.3194139533312006","14","1","-1","","","","","","","","","","","","",""
"psychophysics","40","270166","0.0-6.0-0.34","258.60000000102445","","","","37","","","","key","16.664959999999652","683","328.5","true","-1","135.37722395934722","1.3194139533312006","14","-1","1","","","","","","","","","","","","",""
"psychophysics","41","271541","0.0-6.0-0.35","366.07499996898696","","","","37","","","","key","16.665085365853795","683","328.5","true","1","135.37722395934722","1.0555311626649604","15","1","-1","","","","","","","","","","","","",""
"psychophysics","42","273185","0.0-6.0-0.36","639.119999948889","","","","37","","","","key","16.66605154639134","683","328.5","true","-1","136.43275512201217","1.0555311626649604","15","-1","1","","","","","","","","","","","","",""
"psychophysics","43","275395","0.0-6.0-0.37","1204.1399999870919","","","","37","","","","key","16.665356060605987","683","328.5","true","1","136.43275512201217","1","16","1","-1","","","","","","","","","","","","",""
"psychophysics","44","277049","0.0-6.0-0.38","618.0599999497645","","","","37","","","","key","16.83659793814397","683","328.5","true","-1","137.43275512201217","1","16","-1","1","","","","","","","","","","","","",""
"psychophysics","45","278544","0.0-6.0-0.39","486.18000000715256","","","","39","","","","key","16.66539325842665","683","328.5","true","1","137.43275512201217","1","17","-1","-1","","","","","","","","","","","","",""
"html-keyboard-response","46","282409","0.0-7.0","3862.1450000209734","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","134.7976614410213","","","","","","","","","","",""
"psychophysics","47","283812","0.0-8.0-0.0","399.41000001272187","","","","37","","","","key","16.669166666666918","683","328.5","true","-1","180","30","0","-1","","","","","","","","","","","","","",""
"psychophysics","48","285189","0.0-8.0-0.1","369.3949999869801","","","","39","","","","key","16.665074074074603","683","328.5","true","1","180","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","49","286673","0.0-8.0-0.2","480.27999995974824","","","","37","","","","key","16.665375000000164","683","328.5","true","-1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","50","288029","0.0-8.0-0.3","351.60500003257766","","","","37","","","","key","16.665172839505644","683","328.5","true","-1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","51","291660","0.0-8.0-0.4","2622.414999990724","","","","37","","","","key","16.66542857142851","683","328.5","true","-1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","52","293304","0.0-8.0-0.5","632.6249999692664","","","","37","","","","key","16.664907216494687","683","328.5","true","-1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","53","295124","0.0-8.0-0.6","815.6350000062957","","","","37","","","","key","16.66403669724775","683","328.5","true","-1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","54","296573","0.0-8.0-0.7","444.2999999737367","","","","37","","","","key","16.665337209302127","683","328.5","true","-1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","55","298190","0.0-8.0-0.8","611.2399999983609","","","","37","","","","key","16.66501041666682","683","328.5","true","-1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","56","299695","0.0-8.0-0.9","500.60000002849847","","","","37","","","","key","16.665719101123063","683","328.5","true","1","129","24","1","1","-1","","","","","","","","","","","","",""
"psychophysics","57","301364","0.0-8.0-0.10","658.9900000253692","","","","37","","","","key","16.66370707070702","683","328.5","true","-1","153","24","1","-1","1","","","","","","","","","","","","",""
"psychophysics","58","302743","0.0-8.0-0.11","369.1199999884702","","","","39","","","","key","16.665158536585427","683","328.5","true","1","153","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","59","303873","0.0-8.0-0.12","126.96000002324581","","","","39","","","","key","16.66517910447733","683","328.5","true","1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","60","313880","0.0-8.0-0.13","9002.975000010338","","","","39","","","","key","16.69331605351171","683","328.5","true","1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","61","316462","0.0-8.0-0.14","1571.3199999881908","","","","39","","","","key","16.665274509803993","683","328.5","true","-1","129","15.36","3","1","-1","","","","","","","","","","","","",""
"psychophysics","62","317510","0.0-8.0-0.15","38.509999983944","","","","39","","","","key","16.659349206349045","683","328.5","true","1","144.36","15.36","3","-1","1","","","","","","","","","","","","",""
"psychophysics","63","333470","0.0-8.0-0.16","14950.715000042692","","","","39","","","","key","16.6654309623431","683","328.5","true","1","144.36","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","64","335658","0.0-8.0-0.17","1182.3500000173226","","","","39","","","","key","16.665160305343502","683","328.5","true","-1","132.072","9.8304","5","1","-1","","","","","","","","","","","","",""
"psychophysics","65","337204","0.0-8.0-0.18","535.8250000281259","","","","39","","","","key","16.84838461538439","683","328.5","true","-1","141.9024","9.8304","5","1","1","","","","","","","","","","","","",""
"psychophysics","66","338321","0.0-8.0-0.19","113.65499999374151","","","","39","","","","key","16.66610606060589","683","328.5","true","1","151.7328","9.8304","5","-1","1","","","","","","","","","","","","",""
"psychophysics","67","340038","0.0-8.0-0.20","685.4699999676086","","","","39","","","","key","16.665490196077908","683","328.5","true","1","151.7328","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","68","341559","0.0-8.0-0.21","518.0700000491925","","","","39","","","","key","16.665455555555592","683","328.5","true","1","143.86848","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","69","346092","0.0-8.0-0.22","3522.8149999747984","","","","39","","","","key","16.66531365313649","683","328.5","true","1","143.86848","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","70","347727","0.0-8.0-0.23","624.4600000209175","","","","37","","","","key","16.665072164948327","683","328.5","true","-1","136.00416","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","71","349901","0.0-8.0-0.24","1165.0099999969825","","","","37","","","","key","16.66517829457334","683","328.5","true","1","136.00416","6.291456","7","1","-1","","","","","","","","","","","","",""
"psychophysics","72","351221","0.0-8.0-0.25","314.64499997673556","","","","37","","","","key","16.879205128205612","683","328.5","true","-1","142.29561600000002","6.291456","7","-1","1","","","","","","","","","","","","",""
"psychophysics","73","352668","0.0-8.0-0.26","440.70999999530613","","","","37","","","","key","16.665000000000273","683","328.5","true","-1","142.29561600000002","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","74","353840","0.0-8.0-0.27","168.79000002518296","","","","37","","","","key","16.66564285714246","683","328.5","true","-1","137.26245120000002","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","75","355157","0.0-8.0-0.28","315.5900000128895","","","","37","","","","key","16.66525641025659","683","328.5","true","-1","137.26245120000002","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","76","356571","0.0-8.0-0.29","395.46500000869855","","","","37","","","","key","16.665226190476375","683","328.5","true","1","132.2292864","4.0265318400000005","9","1","-1","","","","","","","","","","","","",""
"psychophysics","77","358437","0.0-8.0-0.30","862.4999999883585","","","","39","","","","key","16.816809090909505","683","328.5","true","1","136.25581824","4.0265318400000005","9","-1","1","","","","","","","","","","","","",""
"psychophysics","78","359818","0.0-8.0-0.31","377.02499999431893","","","","39","","","","key","16.665292682926875","683","328.5","true","1","136.25581824","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","79","361238","0.0-8.0-0.32","415.2650000178255","","","","37","","","","key","16.665952380952408","683","328.5","true","1","133.03459276799998","2.5769803776000004","11","1","-1","","","","","","","","","","","","",""
"psychophysics","80","362622","0.0-8.0-0.33","370.80999999307096","","","","39","","","","key","16.870543209876846","683","328.5","true","1","135.61157314559998","2.5769803776000004","11","-1","1","","","","","","","","","","","","",""
"psychophysics","81","363959","0.0-8.0-0.34","333.600000012666","","","","37","","","","key","16.665341772152335","683","328.5","true","-1","135.61157314559998","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","82","365364","0.0-8.0-0.35","391.59999997355044","","","","39","","","","key","16.665168674698474","683","328.5","true","1","133.54998884351997","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","83","367259","0.0-8.0-0.36","889.7399999550544","","","","39","","","","key","16.665238938052763","683","328.5","true","1","133.54998884351997","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","84","369142","0.0-8.0-0.37","874.6099999989383","","","","39","","","","key","16.665098214286054","683","328.5","true","1","131.48840454143996","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","85","370568","0.0-8.0-0.38","417.8500000271015","","","","37","","","","key","16.665035294118226","683","328.5","true","-1","131.48840454143996","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","86","372221","0.0-8.0-0.39","648.1199999689125","","","","37","","","","key","16.664979591836786","683","328.5","true","-1","129.42682023935996","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"html-keyboard-response","87","374361","0.0-9.0","2136.5200000000186","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","135.174560223232","","","","","","","","","","",""
"psychophysics","88","376023","0.0-10.0-0.0","656.3050000113435","","","","39","","","","key","16.657252525252225","683","328.5","true","1","180","30","0","-1","","","","","","","","","","","","","",""
"psychophysics","89","377439","0.0-10.0-0.1","407.8900000313297","","","","39","","","","key","16.664855421686976","683","328.5","true","1","180","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","90","378866","0.0-10.0-0.2","415.0550000485964","","","","39","","","","key","16.647352941176745","683","328.5","true","1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","91","380356","0.0-10.0-0.3","485.4449999984354","","","","37","","","","key","17.0478850574709","683","328.5","true","-1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","92","382097","0.0-10.0-0.4","732.190000009723","","","","37","","","","key","16.99551999999967","683","328.5","true","1","129","24","1","1","-1","","","","","","","","","","","","",""
"psychophysics","93","383522","0.0-10.0-0.5","419.81499997200444","","","","37","","","","key","16.861270588235108","683","328.5","true","-1","153","24","1","-1","1","","","","","","","","","","","","",""
"psychophysics","94","384923","0.0-10.0-0.6","392.8799999994226","","","","37","","","","key","18.6926351351352","683","328.5","true","-1","153","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","95","386284","0.0-10.0-0.7","350.9200000553392","","","","37","","","","key","16.6656666666666","683","328.5","true","-1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","96","387915","0.0-10.0-0.8","582.6000000233762","","","","37","","","","key","17.580516483516377","683","328.5","true","-1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","97","390232","0.0-10.0-0.9","1313.3900000248104","","","","37","","","","key","16.665384057970833","683","328.5","true","1","129","15.36","3","1","-1","","","","","","","","","","","","",""
"psychophysics","98","391482","0.0-10.0-0.10","247.2950000083074","","","","37","","","","key","16.653760000000087","683","328.5","true","-1","144.36","15.36","3","-1","1","","","","","","","","","","","","",""
"psychophysics","99","393540","0.0-10.0-0.11","1055.0849999999627","","","","39","","","","key","16.66498360655759","683","328.5","true","1","144.36","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","100","396214","0.0-10.0-0.12","1663.3199999923818","","","","39","","","","key","16.6653081761009","683","328.5","true","1","132.072","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","101","398855","0.0-10.0-0.13","1637.7750000101514","","","","39","","","","key","16.66539873417741","683","328.5","true","-1","132.072","9.8304","5","1","-1","","","","","","","","","","","","",""
"psychophysics","102","400365","0.0-10.0-0.14","499.12999995285645","","","","39","","","","key","16.637651685393138","683","328.5","true","1","141.9024","9.8304","5","-1","1","","","","","","","","","","","","",""
"psychophysics","103","401502","0.0-10.0-0.15","134.2399999848567","","","","39","","","","key","16.613279411765262","683","328.5","true","1","141.9024","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","104","403279","0.0-10.0-0.16","774.2749999742955","","","","37","","","","key","16.66540000000026","683","328.5","true","-1","134.03808","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","105","404704","0.0-10.0-0.17","420.1049999683164","","","","39","","","","key","16.659705882353077","683","328.5","true","1","134.03808","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","106","406201","0.0-10.0-0.18","487.8649999736808","","","","39","","","","key","16.660764044944035","683","328.5","true","1","129","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","107","407847","0.0-10.0-0.19","642.3049999866635","","","","37","","","","key","16.66512371134013","683","328.5","true","-1","129","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","108","409156","0.0-10.0-0.20","305.7600000174716","","","","39","","","","key","16.665243589743906","683","328.5","true","-1","129","6.291456","7","1","-1","","","","","","","","","","","","",""
"psychophysics","109","410702","0.0-10.0-0.21","537.1099999756552","","","","39","","","","key","16.664956521738887","683","328.5","true","1","135.291456","6.291456","7","-1","1","","","","","","","","","","","","",""
"psychophysics","110","424420","0.0-10.0-0.22","12715.619999973569","","","","39","","","","key","16.6654343065693","683","328.5","true","1","135.291456","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","111","426064","0.0-10.0-0.23","633.170000044629","","","","39","","","","key","16.665102040816254","683","328.5","true","-1","130.2582912","4.0265318400000005","9","1","-1","","","","","","","","","","","","",""
"psychophysics","112","427344","0.0-10.0-0.24","274.74500000244007","","","","39","","","","key","16.665079999999918","683","328.5","true","1","134.28482304","4.0265318400000005","9","-1","1","","","","","","","","","","","","",""
"psychophysics","113","429162","0.0-10.0-0.25","812.6850000116974","","","","39","","","","key","16.653129629629635","683","328.5","true","1","134.28482304","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","114","434878","0.0-10.0-0.26","4713.059999980032","","","","39","","","","key","16.67670175438588","683","328.5","true","-1","131.06359756799998","2.5769803776000004","11","1","-1","","","","","","","","","","","","",""
"psychophysics","115","437401","0.0-10.0-0.27","1518.3250000118278","","","","39","","","","key","16.6655165562915","683","328.5","true","-1","133.64057794559997","2.5769803776000004","11","1","1","","","","","","","","","","","","",""
"psychophysics","116","440461","0.0-10.0-0.28","2050.329999998212","","","","39","","","","key","16.754740331491753","683","328.5","true","1","136.21755832319997","2.5769803776000004","11","-1","1","","","","","","","","","","","","",""
"psychophysics","117","441900","0.0-10.0-0.29","434.830000041984","","","","37","","","","key","16.665395348837063","683","328.5","true","-1","136.21755832319997","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","118","449382","0.0-10.0-0.30","6479.680000047665","","","","37","","","","key","16.665354910714345","683","328.5","true","-1","134.15597402111996","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","119","486640","0.0-10.0-0.31","36240.40499998955","","","","39","","","","key","16.665444941808413","683","328.5","true","1","134.15597402111996","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","120","488213","0.0-10.0-0.32","568.9400000264868","","","","39","","","","key","17.214582417582438","683","328.5","true","1","132.09438971903995","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","121","489591","0.0-10.0-0.33","374.889999977313","","","","37","","","","key","16.66546913580236","683","328.5","true","-1","132.09438971903995","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","122","491826","0.0-10.0-0.34","1232.060000009369","","","","37","","","","key","16.665395522388064","683","328.5","true","-1","130.03280541695995","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","123","493361","0.0-10.0-0.35","529.3350000283681","","","","37","","","","key","16.665373626373615","683","328.5","true","-1","130.03280541695995","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","124","495194","0.0-10.0-0.36","829.375000030268","","","","39","","","","key","16.665110091743415","683","328.5","true","1","129","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","125","496625","0.0-10.0-0.37","426.694999972824","","","","39","","","","key","16.665654761904513","683","328.5","true","-1","129","1.6492674416640005","13","1","-1","","","","","","","","","","","","",""
"psychophysics","126","498105","0.0-10.0-0.38","476.60500003257766","","","","39","","","","key","16.665193181817646","683","328.5","true","-1","130.649267441664","1.6492674416640005","13","1","1","","","","","","","","","","","","",""
"psychophysics","127","499291","0.0-10.0-0.39","181.6399999661371","","","","39","","","","key","16.66341428571447","683","328.5","true","1","132.298534883328","1.6492674416640005","13","-1","1","","","","","","","","","","","","",""
"html-keyboard-response","128","500689","0.0-11.0","1395.734999969136","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","132.3292170559488","","","","","","","","","","",""
