"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","button_pressed","success","key_press","responses","isData","view_history","response_type","avg_frame_time","center_x","center_y","isSC","stim_side","trial_luminance","step_size","nReversal","correct","prev_ans","isThreshold","SC_threshold","final_threshold","isLuminance","FF_luminance","luminance","stimSide","ISInt","isFF","question_order","isSPQ","isCAPS","isAQ"
"psychophysics","11","64271","0.0-6.0-0.5","1483.5050000001502","","","","37","","","","key","16.732648648648652","683","312.5","true","-1","235.2","19.2","2","-1","1","","","","","","","","","","","","",""
"psychophysics","12","67914","0.0-6.0-0.6","2632.2049999999","","","","37","","","","key","16.733497695852577","683","312.5","true","-1","235.2","15.36","3","-1","-1","","","","","","","","","","","","",""
"psychophysics","13","71012","0.0-6.0-0.7","2083.150000000387","","","","37","","","","key","16.7332771739131","683","312.5","true","1","219.83999999999997","12.287999999999998","4","1","-1","","","","","","","","","","","","",""
"psychophysics","14","72564","0.0-6.0-0.8","547.1299999999319","","","","37","","","","key","16.733358695652147","683","312.5","true","-1","232.128","12.287999999999998","4","-1","1","","","","","","","","","","","","",""
"psychophysics","15","73772","0.0-6.0-0.9","192.20499999982712","","","","37","","","","key","16.733352112676048","683","312.5","true","-1","232.128","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","16","75047","0.0-6.0-0.10","269.9200000001729","","","","37","","","","key","16.733799999999853","683","312.5","true","-1","222.2976","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","17","76245","0.0-6.0-0.11","187.26500000002852","","","","37","","","","key","16.733971830986032","683","312.5","true","-1","222.2976","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","18","77334","0.0-6.0-0.12","73.71000000012282","","","","39","","","","key","16.733843750000005","683","312.5","true","1","212.4672","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","19","79668","0.0-6.0-0.13","1323.08999999988","","","","39","","","","key","16.733637681159514","683","312.5","true","1","212.4672","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","20","80713","0.0-6.0-0.14","37.53000000005704","","","","37","","","","key","16.73279032258072","683","312.5","true","-1","202.6368","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","21","81818","0.0-6.0-0.15","91.41000000000349","","","","37","","","","key","16.732799999999965","683","312.5","true","-1","202.6368","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","22","83067","0.0-6.0-0.16","240.23500000021886","","","","39","","","","key","16.733054794520434","683","312.5","true","1","192.8064","9.8304","5","-1","-1","","","","","","","","","","","","",""
"psychophysics","23","86816","0.0-6.0-0.17","2742.3550000003015","","","","39","","","","key","16.733201793721978","683","312.5","true","-1","192.8064","7.864319999999999","6","1","-1","","","","","","","","","","","","",""
"psychophysics","24","89787","0.0-6.0-0.18","1962.9899999999907","","","","39","","","","key","16.73275141242938","683","312.5","true","1","200.67072","7.864319999999999","6","-1","1","","","","","","","","","","","","",""
"psychophysics","25","92825","0.0-6.0-0.19","2024.8299999998271","","","","39","","","","key","16.733916666666726","683","312.5","true","1","200.67072","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","26","94493","0.0-6.0-0.20","661.9900000000634","","","","39","","","","key","16.73329292929298","683","312.5","true","1","194.37926399999998","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","27","96513","0.0-6.0-0.21","1012.4099999998143","","","","39","","","","key","16.733899999999995","683","312.5","true","1","194.37926399999998","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","28","98000","0.0-6.0-0.22","474.27500000003783","","","","37","","","","key","16.73327272727279","683","312.5","true","-1","188.08780799999997","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","29","99940","0.0-6.0-0.23","931.355000000156","","","","37","","","","key","16.733130434782588","683","312.5","true","-1","188.08780799999997","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","30","101815","0.0-6.0-0.24","869.0400000000373","","","","39","","","","key","16.732990990991066","683","312.5","true","1","181.79635199999996","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","31","103536","0.0-6.0-0.25","706.4199999999837","","","","37","","","","key","16.73315686274502","683","312.5","true","-1","181.79635199999996","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","32","105314","0.0-6.0-0.26","772.3949999999604","","","","39","","","","key","16.733380952380998","683","312.5","true","1","175.50489599999995","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","33","106952","0.0-6.0-0.27","626.8300000001473","","","","37","","","","key","16.734422680412386","683","312.5","true","-1","175.50489599999995","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","34","108627","0.0-6.0-0.28","665.2250000001804","","","","37","","","","key","16.733363636363663","683","312.5","true","-1","169.21343999999993","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","35","110140","0.0-6.0-0.29","499.4350000001723","","","","39","","","","key","16.733853932584374","683","312.5","true","1","169.21343999999993","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","36","112119","0.0-6.0-0.30","971.0249999998341","","","","39","","","","key","16.87774137931034","683","312.5","true","1","162.92198399999992","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","37","113807","0.0-6.0-0.31","682.4000000001397","","","","37","","","","key","16.733199999999925","683","312.5","true","-1","162.92198399999992","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","38","115455","0.0-6.0-0.32","631.1900000000605","","","","39","","","","key","16.73333673469386","683","312.5","true","1","156.6305279999999","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","39","117160","0.0-6.0-0.33","691.1499999996449","","","","39","","","","key","16.73411881188112","683","312.5","true","1","156.6305279999999","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","40","119032","0.0-6.0-0.34","857.4800000001269","","","","39","","","","key","16.733207207207194","683","312.5","true","1","150.3390719999999","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","41","120508","0.0-6.0-0.35","459.73999999978696","","","","37","","","","key","16.73378160919532","683","312.5","true","-1","150.3390719999999","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","42","122003","0.0-6.0-0.36","482.17499999965366","","","","39","","","","key","16.925965517241476","683","312.5","true","1","144.0476159999999","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","43","123492","0.0-6.0-0.37","482.1049999995885","","","","39","","","","key","16.733886363636305","683","312.5","true","1","144.0476159999999","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","44","125148","0.0-6.0-0.38","651.3200000003853","","","","39","","","","key","16.73351020408154","683","312.5","true","1","137.75615999999988","6.291456","7","-1","-1","","","","","","","","","","","","",""
"psychophysics","45","127719","0.0-6.0-0.39","1562.6350000002276","","","","37","","","","key","16.7335163398693","683","312.5","true","-1","137.75615999999988","6.291456","7","-1","-1","","","","","","","","","","","","",""
"html-keyboard-response","46","131722","0.0-7.0","4000.4900000003545","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","158.3082495999999","","","","","","","","","","",""
"psychophysics","47","134448","0.0-8.0-0.0","1718.1800000003132","","","","39","","","","key","16.72149079754603","683","312.5","true","1","180","30","0","-1","","","","","","","","","","","","","",""
"psychophysics","48","136069","0.0-8.0-0.1","608.3349999999045","","","","39","","","","key","16.733781249999993","683","312.5","true","1","180","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","49","137432","0.0-8.0-0.2","349.4700000001176","","","","37","","","","key","16.733712500000184","683","312.5","true","-1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","50","138910","0.0-8.0-0.3","471.63000000000466","","","","39","","","","key","16.732704545454578","683","312.5","true","1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","51","141294","0.0-8.0-0.4","1379.920000000333","","","","39","","","","key","16.734475177304873","683","312.5","true","-1","129","24","1","1","-1","","","","","","","","","","","","",""
"psychophysics","52","142680","0.0-8.0-0.5","376.27000000019325","","","","39","","","","key","16.733024390243994","683","312.5","true","1","153","24","1","-1","1","","","","","","","","","","","","",""
"psychophysics","53","144220","0.0-8.0-0.6","527.0250000003143","","","","39","","","","key","16.733538461538547","683","312.5","true","1","153","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","54","146442","0.0-8.0-0.7","1211.3100000001432","","","","39","","","","key","16.733772727272562","683","312.5","true","1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","55","147936","0.0-8.0-0.8","480.130000000383","","","","39","","","","key","16.733534090909167","683","312.5","true","1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","56","149895","0.0-8.0-0.9","948.0149999999558","","","","37","","","","key","16.73342241379302","683","312.5","true","-1","129","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","57","151579","0.0-8.0-0.10","673.2399999996414","","","","37","","","","key","16.733150000000023","683","312.5","true","-1","129","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","58","153376","0.0-8.0-0.11","780.8599999998405","","","","39","","","","key","16.73385849056594","683","312.5","true","-1","129","15.36","3","1","-1","","","","","","","","","","","","",""
"psychophysics","59","154815","0.0-8.0-0.12","433.51499999972293","","","","39","","","","key","16.733635294117608","683","312.5","true","1","144.36","15.36","3","-1","1","","","","","","","","","","","","",""
"psychophysics","60","155999","0.0-8.0-0.13","174.1600000000326","","","","37","","","","key","16.73292857142847","683","312.5","true","-1","144.36","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","61","157321","0.0-8.0-0.14","306.7949999999546","","","","39","","","","key","16.734794871794666","683","312.5","true","1","132.072","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","62","158593","0.0-8.0-0.15","257.63000000006286","","","","37","","","","key","16.733906666666734","683","312.5","true","-1","132.072","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","63","160096","0.0-8.0-0.16","498.05999999991036","","","","39","","","","key","16.733370786517064","683","312.5","true","1","129","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","64","161408","0.0-8.0-0.17","295.1699999998673","","","","37","","","","key","16.733077922078113","683","312.5","true","1","129","9.8304","5","1","-1","","","","","","","","","","","","",""
"psychophysics","65","162642","0.0-8.0-0.18","224.6999999997497","","","","39","","","","key","16.733780821918092","683","312.5","true","1","138.8304","9.8304","5","-1","1","","","","","","","","","","","","",""
"psychophysics","66","163764","0.0-8.0-0.19","115.32500000021537","","","","39","","","","key","16.733318181818255","683","312.5","true","1","138.8304","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","67","165276","0.0-8.0-0.20","498.5299999998242","","","","39","","","","key","16.733348314606864","683","312.5","true","-1","130.96608","6.291456","7","1","-1","","","","","","","","","","","","",""
"psychophysics","68","166505","0.0-8.0-0.21","221.79999999981374","","","","37","","","","key","16.73338356164359","683","312.5","true","-1","137.25753600000002","6.291456","7","-1","1","","","","","","","","","","","","",""
"psychophysics","69","167619","0.0-8.0-0.22","108.24999999976717","","","","39","","","","key","16.73139999999996","683","312.5","true","1","137.25753600000002","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","70","169283","0.0-8.0-0.23","656.3700000001409","","","","39","","","","key","16.732878787879013","683","312.5","true","-1","132.2243712","4.0265318400000005","9","1","-1","","","","","","","","","","","","",""
"psychophysics","71","170672","0.0-8.0-0.24","372.64999999979045","","","","39","","","","key","16.73526829268312","683","312.5","true","1","136.25090304","4.0265318400000005","9","-1","1","","","","","","","","","","","","",""
"psychophysics","72","171798","0.0-8.0-0.25","109.45500000027823","","","","37","","","","key","16.732606060605825","683","312.5","true","-1","136.25090304","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","73","173281","0.0-8.0-0.26","472.70499999969616","","","","37","","","","key","16.733056818182046","683","312.5","true","-1","133.029677568","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","74","174798","0.0-8.0-0.27","513.4949999996752","","","","39","","","","key","16.733910112359542","683","312.5","true","1","133.029677568","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","75","176620","0.0-8.0-0.28","819.3650000003108","","","","39","","","","key","16.732999999999905","683","312.5","true","-1","129.808452096","2.5769803776000004","11","1","-1","","","","","","","","","","","","",""
"psychophysics","76","178576","0.0-8.0-0.29","947.4749999999476","","","","37","","","","key","16.7333448275862","683","312.5","true","-1","132.3854324736","2.5769803776000004","11","-1","1","","","","","","","","","","","","",""
"psychophysics","77","180645","0.0-8.0-0.30","1058.660000000149","","","","37","","","","key","16.732227642276527","683","312.5","true","1","132.3854324736","2.0615843020800004","12","1","-1","","","","","","","","","","","","",""
"psychophysics","78","182115","0.0-8.0-0.31","465.314999999915","","","","37","","","","key","16.732720930232507","683","312.5","true","-1","134.44701677568","2.0615843020800004","12","-1","1","","","","","","","","","","","","",""
"psychophysics","79","183645","0.0-8.0-0.32","525.3950000001059","","","","37","","","","key","16.733626373626475","683","312.5","true","-1","134.44701677568","1.6492674416640005","13","-1","-1","","","","","","","","","","","","",""
"psychophysics","80","185013","0.0-8.0-0.33","351.9900000001071","","","","37","","","","key","16.733308641975142","683","312.5","true","-1","132.797749334016","1.6492674416640005","13","-1","-1","","","","","","","","","","","","",""
"psychophysics","81","186602","0.0-8.0-0.34","573.2199999997392","","","","39","","","","key","16.733010638297777","683","312.5","true","1","132.797749334016","1.6492674416640005","13","-1","-1","","","","","","","","","","","","",""
"psychophysics","82","188167","0.0-8.0-0.35","562.0249999997031","","","","39","","","","key","16.733597826087056","683","312.5","true","-1","131.148481892352","1.3194139533312006","14","1","-1","","","","","","","","","","","","",""
"psychophysics","83","189552","0.0-8.0-0.36","376.9150000002701","","","","39","","","","key","16.733817073170496","683","312.5","true","1","132.46789584568322","1.3194139533312006","14","-1","1","","","","","","","","","","","","",""
"psychophysics","84","190774","0.0-8.0-0.37","210.89499999969848","","","","39","","","","key","16.73322222222244","683","312.5","true","-1","132.46789584568322","1.0555311626649604","15","1","-1","","","","","","","","","","","","",""
"psychophysics","85","192181","0.0-8.0-0.38","396.47999999989406","","","","37","","","","key","16.733771084337242","683","312.5","true","-1","133.52342700834816","1.0555311626649604","15","-1","1","","","","","","","","","","","","",""
"psychophysics","86","193319","0.0-8.0-0.39","128.14999999999418","","","","39","","","","key","16.734820895522066","683","312.5","true","1","133.52342700834816","1","16","-1","-1","","","","","","","","","","","","",""
"html-keyboard-response","87","195238","0.0-9.0","1930.5549999999348","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","132.96734900260046","","","","","","","","","","",""
"psychophysics","88","198037","0.0-10.0-0.0","1785.9699999999139","","","","39","","","","key","16.775083832335234","683","312.5","true","1","180","30","0","-1","","","","","","","","","","","","","",""
"psychophysics","89","199422","0.0-10.0-0.1","381.28000000005704","","","","37","","","","key","16.733146341463264","683","312.5","true","-1","180","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","90","200898","0.0-10.0-0.2","470.9049999996496","","","","37","","","","key","16.73241379310346","683","312.5","true","-1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","91","202527","0.0-10.0-0.3","618.0799999997544","","","","37","","","","key","16.73284375000003","683","312.5","true","-1","150","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","92","204211","0.0-10.0-0.4","676.9949999998207","","","","39","","","","key","16.734400000000022","683","312.5","true","1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","93","205787","0.0-10.0-0.5","569.5350000000908","","","","37","","","","key","16.73277419354824","683","312.5","true","-1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","94","207480","0.0-10.0-0.6","684.6850000001723","","","","39","","","","key","16.73435999999987","683","312.5","true","1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","95","208949","0.0-10.0-0.7","461.6599999999453","","","","37","","","","key","16.73332183908045","683","312.5","true","-1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","96","210770","0.0-10.0-0.8","810.474999999773","","","","39","","","","key","16.733324074074282","683","312.5","true","1","129","30","0","-1","-1","","","","","","","","","","","","",""
"psychophysics","97","212954","0.0-10.0-0.9","1178.4950000001118","","","","39","","","","key","16.7332093023256","683","312.5","true","-1","129","24","1","1","-1","","","","","","","","","","","","",""
"psychophysics","98","214628","0.0-10.0-0.10","667.9300000000803","","","","39","","","","key","16.73324242424228","683","312.5","true","1","153","24","1","-1","1","","","","","","","","","","","","",""
"psychophysics","99","216116","0.0-10.0-0.11","483.5050000001502","","","","37","","","","key","16.73386363636349","683","312.5","true","-1","153","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","100","217384","0.0-10.0-0.12","261.0199999999022","","","","37","","","","key","16.7320133333335","683","312.5","true","-1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","101","218872","0.0-10.0-0.13","478.26499999975204","","","","39","","","","key","16.733204545454512","683","312.5","true","1","133.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","102","220766","0.0-10.0-0.14","883.9299999999639","","","","39","","","","key","16.73338392857139","683","312.5","true","-1","129","15.36","3","1","-1","","","","","","","","","","","","",""
"psychophysics","103","222327","0.0-10.0-0.15","552.5299999999406","","","","37","","","","key","16.734402173912752","683","312.5","true","-1","144.36","15.36","3","-1","1","","","","","","","","","","","","",""
"psychophysics","104","223804","0.0-10.0-0.16","471.3849999998347","","","","39","","","","key","16.732897727272675","683","312.5","true","1","144.36","12.287999999999998","4","-1","-1","","","","","","","","","","","","",""
"psychophysics","105","225629","0.0-10.0-0.17","815.2399999998743","","","","39","","","","key","16.733157407407514","683","312.5","true","-1","132.072","9.8304","5","1","-1","","","","","","","","","","","","",""
"psychophysics","106","227137","0.0-10.0-0.18","505.41500000009546","","","","39","","","","key","16.733921348314805","683","312.5","true","1","141.9024","9.8304","5","-1","1","","","","","","","","","","","","",""
"psychophysics","107","228676","0.0-10.0-0.19","526.2399999996996","","","","39","","","","key","16.733802197802337","683","312.5","true","1","141.9024","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","108","230117","0.0-10.0-0.20","428.58000000024913","","","","39","","","","key","16.733611764705753","683","312.5","true","1","134.03808","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","109","231576","0.0-10.0-0.21","454.8249999998079","","","","39","","","","key","16.733732558139817","683","312.5","true","1","134.03808","7.864319999999999","6","-1","-1","","","","","","","","","","","","",""
"psychophysics","110","233080","0.0-10.0-0.22","496.21499999964726","","","","39","","","","key","16.73352808988747","683","312.5","true","-1","129","6.291456","7","1","-1","","","","","","","","","","","","",""
"psychophysics","111","234603","0.0-10.0-0.23","513.1699999997218","","","","37","","","","key","16.73342222222224","683","312.5","true","-1","135.291456","6.291456","7","-1","1","","","","","","","","","","","","",""
"psychophysics","112","235813","0.0-10.0-0.24","205.1449999999022","","","","39","","","","key","16.733225352112793","683","312.5","true","1","135.291456","5.033164800000001","8","-1","-1","","","","","","","","","","","","",""
"psychophysics","113","237463","0.0-10.0-0.25","641.2550000000047","","","","39","","","","key","16.73373469387743","683","312.5","true","-1","130.2582912","4.0265318400000005","9","1","-1","","","","","","","","","","","","",""
"psychophysics","114","238735","0.0-10.0-0.26","264.795000000071","","","","37","","","","key","16.73433333333349","683","312.5","true","-1","134.28482304","4.0265318400000005","9","-1","1","","","","","","","","","","","","",""
"psychophysics","115","240210","0.0-10.0-0.27","465.1200000003155","","","","39","","","","key","16.733655172413894","683","312.5","true","1","134.28482304","3.2212254720000004","10","-1","-1","","","","","","","","","","","","",""
"psychophysics","116","242194","0.0-10.0-0.28","975.3850000001839","","","","39","","","","key","16.73346610169491","683","312.5","true","-1","131.06359756799998","2.5769803776000004","11","1","-1","","","","","","","","","","","","",""
"psychophysics","117","243721","0.0-10.0-0.29","512.2850000002363","","","","39","","","","key","16.733266666666733","683","312.5","true","1","133.64057794559997","2.5769803776000004","11","-1","1","","","","","","","","","","","","",""
"psychophysics","118","245256","0.0-10.0-0.30","523.1850000000268","","","","37","","","","key","16.733087912087704","683","312.5","true","-1","133.64057794559997","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","119","246509","0.0-10.0-0.31","242.66999999963446","","","","39","","","","key","16.733109589040993","683","312.5","true","1","131.57899364351996","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","120","247906","0.0-10.0-0.32","391.56999999977415","","","","37","","","","key","16.733132530120553","683","312.5","true","-1","131.57899364351996","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","121","249058","0.0-10.0-0.33","148.20000000006985","","","","39","","","","key","16.73326470588226","683","312.5","true","1","129.51740934143996","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","122","250744","0.0-10.0-0.34","674.3000000001339","","","","37","","","","key","16.733619999999938","683","312.5","true","-1","129.51740934143996","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","123","252255","0.0-10.0-0.35","497.75","","","","39","","","","key","16.73414606741581","683","312.5","true","1","129","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","124","253890","0.0-10.0-0.36","623.9049999999406","","","","39","","","","key","16.7339896907215","683","312.5","true","1","129","2.0615843020800004","12","-1","-1","","","","","","","","","","","","",""
"psychophysics","125","255571","0.0-10.0-0.37","651.6200000001118","","","","37","","","","key","16.733704081632858","683","312.5","true","1","129","1.6492674416640005","13","1","-1","","","","","","","","","","","","",""
"psychophysics","126","257345","0.0-10.0-0.38","768.3199999996868","","","","39","","","","key","16.73368571428582","683","312.5","true","1","130.649267441664","1.6492674416640005","13","-1","1","","","","","","","","","","","","",""
"psychophysics","127","259511","0.0-10.0-0.39","1160.6349999997183","","","","39","","","","key","16.86449218749999","683","312.5","true","-1","130.649267441664","1.3194139533312006","14","1","-1","","","","","","","","","","","","",""
"html-keyboard-response","128","260963","0.0-11.0","1448.1749999999593","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","131.1776021061632","","","","","","","","","","",""
