"trial_type","trial_index","time_elapsed","internal_node_id","PROLIFIC_PID","STUDY_ID","SESSION_ID","rt","stimulus","button_pressed","success","key_press","responses","isData","view_history","response_type","avg_frame_time","center_x","center_y","isSC","stim_side","trial_luminance","step_size","nReversal","correct","prev_ans","isThreshold","SC_threshold","final_threshold","isLuminance","FF_luminance","luminance","stimSide","ISInt","isFF","question_order","isSPQ","isCAPS","isAQ"
"psychophysics","37","203847","0.0-6.0-0.31","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","752.7999999970198","","","","39","","","","key","16.72171153846144","960","468.5","true","-1","255","1.3194139533312006","14","1","1","","","","","","","","","","","","",""
"psychophysics","38","205619","0.0-6.0-0.32","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","768.4000000059605","","","","37","","","","key","16.721980952381134","960","468.5","true","1","255","1.3194139533312006","14","1","1","","","","","","","","","","","","",""
"psychophysics","39","207484","0.0-6.0-0.33","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","862.2000000029802","","","","39","","","","key","16.721846846846848","960","468.5","true","-1","255","1.3194139533312006","14","1","1","","","","","","","","","","","","",""
"psychophysics","40","209348","0.0-6.0-0.34","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","856.1000000089407","","","","39","","","","key","16.721827272727122","960","468.5","true","1","255","1.3194139533312006","14","-1","1","","","","","","","","","","","","",""
"psychophysics","41","210447","0.0-6.0-0.35","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","95.70000000298023","","","","39","","","","key","16.723076923076924","960","468.5","true","1","253.6805860466688","1.0555311626649604","15","-1","-1","","","","","","","","","","","","",""
"psychophysics","42","211753","0.0-6.0-0.36","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","302.1000000089407","","","","37","","","","key","16.72177922077947","960","468.5","true","-1","253.6805860466688","1.0555311626649604","15","-1","-1","","","","","","","","","","","","",""
"psychophysics","43","213684","0.0-6.0-0.37","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","928.5","","","","37","","","","key","16.72246086956508","960","468.5","true","1","252.62505488400384","1","16","1","-1","","","","","","","","","","","","",""
"psychophysics","44","215864","0.0-6.0-0.38","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","1173.7000000029802","","","","37","","","","key","16.721798449612354","960","468.5","true","1","253.62505488400384","1","16","1","1","","","","","","","","","","","","",""
"psychophysics","45","217803","0.0-6.0-0.39","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","935.5","","","","37","","","","key","16.722147826086882","960","468.5","true","1","254.62505488400384","1","16","1","1","","","","","","","","","","","","",""
"html-keyboard-response","46","223891","0.0-7.0","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","6087.0999999940395","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","253.96497356410063","","","","","","","","","","",""
"psychophysics","47","226553","0.0-8.0-0.0","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","1653.9000000059605","","","","37","","","","key","16.750854430379622","960","468.5","true","1","180","30","0","1","","","","","","","","","","","","","",""
"psychophysics","48","228837","0.0-8.0-0.1","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","1280.7000000029802","","","","37","","","","key","16.72211029411761","960","468.5","true","1","210","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","49","230532","0.0-8.0-0.2","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","687.6000000089407","","","","39","","","","key","16.72186000000016","960","468.5","true","-1","240","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","50","232139","0.0-8.0-0.3","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","600.7999999970198","","","","37","","","","key","16.72207368421062","960","468.5","true","1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","51","233606","0.0-8.0-0.4","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","463","","","","39","","","","key","16.721195402298587","960","468.5","true","-1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","52","235583","0.0-8.0-0.5","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","971.1000000089407","","","","39","","","","key","16.721931623931752","960","468.5","true","-1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","53","237448","0.0-8.0-0.6","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","860.7999999970198","","","","39","","","","key","16.721882882883023","960","468.5","true","-1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","54","239164","0.0-8.0-0.7","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","713.1999999880791","","","","37","","","","key","16.722068627451105","960","468.5","true","1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","55","241696","0.0-8.0-0.8","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","1529.5","","","","39","","","","key","16.722040000000074","960","468.5","true","-1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","56","243382","0.0-8.0-0.9","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","683.2000000029802","","","","39","","","","key","16.7225999999998","960","468.5","true","-1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","57","244807","0.0-8.0-0.10","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","420.20000000298023","","","","39","","","","key","16.722214285714255","960","468.5","true","-1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","58","246183","0.0-8.0-0.11","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","371.29999999701977","","","","39","","","","key","16.720901234568036","960","468.5","true","-1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","59","247614","0.0-8.0-0.12","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","426.29999999701977","","","","39","","","","key","16.721482352941187","960","468.5","true","-1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","60","249161","0.0-8.0-0.13","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","542.0999999940395","","","","37","","","","key","16.72206593406576","960","468.5","true","1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","61","250676","0.0-8.0-0.14","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","512.7000000029802","","","","37","","","","key","16.721855555555603","960","468.5","true","1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","62","252413","0.0-8.0-0.15","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","729.4000000059605","","","","39","","","","key","16.72145631067959","960","468.5","true","-1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","63","253828","0.0-8.0-0.16","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","408.90000000596046","","","","39","","","","key","16.722337349397915","960","468.5","true","-1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","64","255202","0.0-8.0-0.17","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","370.29999999701977","","","","39","","","","key","16.721829268292712","960","468.5","true","-1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","65","256693","0.0-8.0-0.18","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","489","","","","37","","","","key","16.72160227272715","960","468.5","true","1","255","30","0","1","1","","","","","","","","","","","","",""
"psychophysics","66","257740","0.0-8.0-0.19","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","41.1000000089407","","","","37","","","","key","16.723704918032915","960","468.5","true","-1","255","30","0","-1","1","","","","","","","","","","","","",""
"psychophysics","67","259997","0.0-8.0-0.20","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","1250.9000000059605","","","","39","","","","key","16.721880597015062","960","468.5","true","-1","225","24","1","1","-1","","","","","","","","","","","","",""
"psychophysics","68","262278","0.0-8.0-0.21","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","1273.7000000029802","","","","39","","","","key","16.721955882352844","960","468.5","true","1","249","24","1","-1","1","","","","","","","","","","","","",""
"psychophysics","69","264272","0.0-8.0-0.22","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","988.8000000119209","","","","39","","","","key","16.72216949152555","960","468.5","true","1","249","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","70","265339","0.0-8.0-0.23","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","63.5","","","","37","","","","key","16.722523809523352","960","468.5","true","-1","229.8","19.2","2","-1","-1","","","","","","","","","","","","",""
"psychophysics","71","268165","0.0-8.0-0.24","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","1817.7000000029802","","","","37","","","","key","16.72246428571435","960","468.5","true","1","229.8","15.36","3","1","-1","","","","","","","","","","","","",""
"psychophysics","72","270116","0.0-8.0-0.25","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","945.1999999880791","","","","39","","","","key","16.721724137930792","960","468.5","true","1","245.16000000000003","15.36","3","-1","1","","","","","","","","","","","","",""
"psychophysics","73","272035","0.0-8.0-0.26","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","915.2000000029802","","","","39","","","","key","16.72292035398232","960","468.5","true","-1","245.16000000000003","12.287999999999998","4","1","-1","","","","","","","","","","","","",""
"psychophysics","74","273793","0.0-8.0-0.27","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","749.6000000089407","","","","37","","","","key","16.72207692307711","960","468.5","true","1","255","12.287999999999998","4","1","1","","","","","","","","","","","","",""
"psychophysics","75","275880","0.0-8.0-0.28","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","1084.7999999970198","","","","37","","","","key","16.722080645161295","960","468.5","true","1","255","12.287999999999998","4","1","1","","","","","","","","","","","","",""
"psychophysics","76","277432","0.0-8.0-0.29","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","549.9000000059605","","","","37","","","","key","16.722173913043502","960","468.5","true","1","255","12.287999999999998","4","1","1","","","","","","","","","","","","",""
"psychophysics","77","279240","0.0-8.0-0.30","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","804.8999999910593","","","","39","","","","key","16.721728971962943","960","468.5","true","-1","255","12.287999999999998","4","1","1","","","","","","","","","","","","",""
"psychophysics","78","281124","0.0-8.0-0.31","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","880.5999999940395","","","","37","","","","key","16.722339285714302","960","468.5","true","1","255","12.287999999999998","4","1","1","","","","","","","","","","","","",""
"psychophysics","79","282994","0.0-8.0-0.32","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","862.0999999940395","","","","39","","","","key","16.722027027027195","960","468.5","true","-1","255","12.287999999999998","4","1","1","","","","","","","","","","","","",""
"psychophysics","80","284520","0.0-8.0-0.33","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","525","","","","37","","","","key","16.722400000000036","960","468.5","true","1","255","12.287999999999998","4","1","1","","","","","","","","","","","","",""
"psychophysics","81","285543","0.0-8.0-0.34","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","19.5","","","","39","","","","key","16.722199999999916","960","468.5","true","1","255","12.287999999999998","4","-1","1","","","","","","","","","","","","",""
"psychophysics","82","287456","0.0-8.0-0.35","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","909.1000000089407","","","","37","","","","key","16.72222123893835","960","468.5","true","1","242.712","9.8304","5","1","-1","","","","","","","","","","","","",""
"psychophysics","83","289185","0.0-8.0-0.36","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","725.5999999940395","","","","39","","","","key","16.722378640776405","960","468.5","true","1","252.5424","9.8304","5","-1","1","","","","","","","","","","","","",""
"psychophysics","84","290693","0.0-8.0-0.37","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","505","","","","39","","","","key","16.721157303371","960","468.5","true","-1","252.5424","7.864319999999999","6","1","-1","","","","","","","","","","","","",""
"psychophysics","85","292320","0.0-8.0-0.38","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","620.7999999970198","","","","39","","","","key","16.722499999999854","960","468.5","true","-1","255","7.864319999999999","6","1","1","","","","","","","","","","","","",""
"psychophysics","86","293845","0.0-8.0-0.39","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","521.9000000059605","","","","39","","","","key","16.72250549450573","960","468.5","true","1","255","7.864319999999999","6","-1","1","","","","","","","","","","","","",""
"html-keyboard-response","87","314037","0.0-9.0","600d559d03355c51465a7004","636dff3392645181d3c238a1","636e0164904f7b7f4aa51a70","20190.39999999106","<p>Well Done !</p><p>Prepare for a new block.</p><p>DON'T EXIT THE FULL SCREEN MODE</p><p>Press the Spacebar to start.</p>","","","32","","","","","","","","","","","","","","","true","252.54111999999998","","","","","","","","","","",""
